Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Surcharge,Total Cost
5006,CA-2015-158659,delivered,05-10-2018,5/18/2018,5/29/2018,Second Class,VEN03,SC-20695,Corporate,Florida,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147,0,507.153
5275,CA-2015-162887,delivered,3/14/2018,04-02-2018,4/17/2018,Second Class,VEN05,SV-20785,#N/A,#N/A,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,3,0,178.8,0,536.4
4976,CA-2015-142202,delivered,03-06-2018,3/29/2018,3/28/2018,Second Class,VEN05,JR-16210,Corporate,Ohio,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,9,0.2,152.388,0,564.732
7168,CA-2014-117464,delivered,9/30/2017,10-03-2017,10/18/2017,Second Class,VEN04,NP-18325,Consumer,Virginia,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.772,0,645.948
2495,CA-2016-146206,delivered,08-10-2018,8/16/2018,8/24/2018,Second Class,VEN02,KT-16480,#N/A,#N/A,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,5,0.2,53.997,0,665.963
3784,CA-2017-165204,delivered,6/29/2017,07-04-2017,7/19/2017,Second Class,VEN01,MN-17935,#N/A,#N/A,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,4,0.2,-63.0056,0,783.0696
5046,CA-2016-158694,delivered,6/20/2018,6/29/2018,7/16/2018,Second Class,VEN04,AI-10855,#N/A,#N/A,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,0,187.3976,0,533.3624
1043,CA-2016-102981,unavailable,05-12-2017,1/0/1900,5/22/2017,Second Class,VEN03,MO-17500,#N/A,#N/A,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294,0,632.058
2304,CA-2017-157931,delivered,01-12-2018,1/31/2018,02-07-2018,Second Class,VEN04,MO-17800,Home Office,Illinois,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0,188.2192,0,535.7008
271,CA-2017-163979,delivered,12-07-2017,12/20/2017,01-09-2018,Second Class,VEN01,KH-16690,Corporate,California,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936,0,515.3464
5346,CA-2017-108539,delivered,05-04-2017,05-11-2017,5/29/2017,Second Class,VEN04,SC-20725,Consumer,Delaware,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936,0,515.3464
614,CA-2016-121223,delivered,9/20/2017,10-03-2017,10/13/2017,Second Class,VEN02,GD-14590,Corporate,Pennsylvania,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383,0,886.8843
2,CA-2016-152156,delivered,01-12-2018,1/17/2018,1/31/2018,Second Class,VEN02,CG-12520,Consumer,Kentucky,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,0,219.582,0,512.358
4772,US-2014-167262,delivered,09-04-2017,9/21/2017,9/27/2017,Second Class,VEN02,AC-10450,#N/A,#N/A,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,8,0.2,83.5128,0,658.8232
8249,CA-2016-133816,delivered,09-04-2017,9/13/2017,9/15/2017,Second Class,VEN03,CS-12400,Home Office,Florida,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,743.988,2,0.4,-123.998,0,867.986
5076,CA-2014-134572,delivered,3/18/2017,04-04-2017,4/27/2017,Second Class,VEN01,SV-20365,Consumer,Delaware,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67,0,839.77
4250,CA-2016-157336,delivered,05-06-2017,5/24/2017,06-06-2017,Second Class,VEN04,SJ-20500,Consumer,Texas,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,4,0,150.384,0,601.536
4862,CA-2014-138940,delivered,04-11-2017,4/30/2017,05-10-2017,Second Class,VEN05,GM-14455,Home Office,Texas,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232,0,492.9288
7105,CA-2017-128944,delivered,8/24/2017,09-04-2017,9/20/2017,Second Class,VEN02,KH-16330,#N/A,#N/A,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,760.116,6,0.3,-43.4352,0,803.5512
2075,CA-2017-122504,delivered,7/28/2017,08-04-2017,8/23/2017,Second Class,VEN01,DB-13270,#N/A,#N/A,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,0.2,66.6351,0,694.9089
3633,CA-2017-132178,delivered,7/27/2018,08-08-2018,8/15/2018,Second Class,VEN05,DB-12970,#N/A,#N/A,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,0,45.8064,0,717.6336
1246,CA-2014-168494,delivered,05-12-2018,5/30/2018,06-01-2018,Second Class,VEN03,NP-18700,#N/A,#N/A,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586,0,669.102
1714,US-2017-124968,delivered,09-03-2017,09-06-2017,9/21/2017,Second Class,VEN01,MM-18055,#N/A,#N/A,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625,0,1332.1875
5960,CA-2016-127138,delivered,03-11-2018,3/21/2018,04-04-2018,Second Class,VEN03,DK-13225,Corporate,California,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,3,0.2,77.0352,0,693.3168
8029,CA-2015-132465,delivered,3/19/2018,3/23/2018,3/29/2018,Second Class,VEN01,DM-13525,#N/A,#N/A,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0,108.1752,0,664.5048
9485,CA-2016-164770,delivered,7/30/2018,08-02-2018,08-02-2018,Second Class,VEN04,MY-18295,#N/A,#N/A,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,781.864,10,0.32,-137.976,0,919.84
1540,CA-2017-121888,delivered,1/30/2018,2/20/2018,03-09-2018,Second Class,VEN05,CL-11890,#N/A,#N/A,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644,0,579.3756
2672,CA-2014-126403,delivered,2/19/2018,2/27/2018,3/15/2018,Second Class,VEN02,RR-19525,#N/A,#N/A,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0,212.1876,0,573.6924
3553,CA-2016-152555,delivered,04-10-2018,04-12-2018,4/26/2018,Second Class,VEN03,ME-17320,#N/A,#N/A,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,812.736,8,0.2,60.9552,0,751.7808
5630,US-2016-146066,delivered,4/16/2018,05-05-2018,5/16/2018,Second Class,VEN05,RB-19465,Home Office,California,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,0.4,-339.705,0,1154.997
2649,CA-2014-131002,delivered,3/14/2017,3/27/2017,3/31/2017,Second Class,VEN04,TB-21400,#N/A,#N/A,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.6888,0,608.1912
3857,US-2017-105389,delivered,5/31/2018,6/13/2018,07-05-2018,Second Class,VEN05,DM-13015,#N/A,#N/A,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,0.2,51.4975,0,772.4625
6969,CA-2015-110765,delivered,07-03-2017,7/17/2017,7/31/2017,Second Class,VEN01,MP-17965,Corporate,Massachusetts,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,3,0,214.4922,0,610.4778
3183,CA-2017-152912,delivered,4/26/2018,05-02-2018,5/24/2018,Second Class,VEN05,BM-11650,Corporate,New York,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0,355.4466,0,471.1734
1851,CA-2015-160472,delivered,1/19/2018,02-02-2018,2/14/2018,Second Class,VEN05,RK-19300,#N/A,#N/A,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2,5,0,124.68,0,706.52
2210,CA-2014-125556,delivered,6/27/2018,07-03-2018,7/23/2018,Second Class,VEN04,ML-17410,#N/A,#N/A,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,7,0,233.2204,0,599.7096
3754,CA-2017-161956,delivered,7/31/2017,08-04-2017,8/22/2017,Second Class,VEN02,DR-12880,Corporate,Illinois,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,0,547.0192
3873,CA-2015-132486,delivered,7/25/2018,8/24/2018,09-05-2018,Second Class,VEN05,JF-15355,Consumer,Texas,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3,0.2,42.1176,0,800.2344
4435,CA-2016-168893,delivered,07-02-2018,07-10-2018,7/20/2018,Second Class,VEN01,AP-10915,Consumer,Florida,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,0,160.1586,0,682.7814
3552,CA-2016-152555,delivered,04-10-2018,04-12-2018,4/26/2018,Second Class,VEN02,ME-17320,#N/A,#N/A,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,6,0.3,-36.1764,0,880.2924
7625,CA-2015-136805,delivered,1/15/2018,2/19/2018,2/21/2018,Second Class,VEN05,NM-18445,Home Office,New York,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,850.5,5,0.1,245.7,0,604.8
6930,CA-2016-140382,delivered,1/15/2018,02-06-2018,2/15/2018,Second Class,VEN05,RD-19900,Consumer,New Mexico,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.344,7,0.2,97.0137,0,765.3303
1923,CA-2016-156685,delivered,4/27/2018,05-08-2018,5/23/2018,Second Class,VEN05,SC-20230,#N/A,#N/A,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,0,755.685
425,CA-2017-155705,delivered,11/23/2017,11/28/2017,12-07-2017,Second Class,VEN05,NF-18385,Consumer,Illinois,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264,0,641.136
4270,US-2017-124821,delivered,7/26/2017,08-04-2017,8/15/2017,Second Class,VEN01,AM-10705,#N/A,#N/A,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,4,0,148.138,0,723.262
6474,CA-2016-113292,delivered,05-03-2017,5/18/2017,5/26/2017,Second Class,VEN04,DB-13060,Consumer,Illinois,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8,3,0.2,87.18,0,784.62
7784,CA-2016-162236,delivered,11/28/2017,11/30/2017,12/13/2017,Second Class,VEN02,ER-13855,Corporate,Minnesota,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,876.3,10,0.4,-292.1,0,1168.4
3750,CA-2017-161956,delivered,7/31/2017,08-04-2017,8/22/2017,Second Class,VEN03,DR-12880,Corporate,Illinois,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,0,549.99
9118,CA-2017-153045,delivered,7/19/2017,7/21/2017,08-01-2017,Second Class,VEN05,NS-18505,#N/A,#N/A,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765,0,950.6475
1190,CA-2017-117212,delivered,11/27/2017,12-11-2017,12/21/2017,Second Class,VEN02,BT-11530,#N/A,#N/A,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,0,822.8208
1191,CA-2017-117212,delivered,11/27/2017,12-11-2017,12/21/2017,Second Class,VEN05,BT-11530,#N/A,#N/A,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,0,803.0016
4292,CA-2017-102407,delivered,04-07-2018,4/17/2018,4/19/2018,Second Class,VEN01,AT-10435,#N/A,#N/A,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,896.328,9,0.2,22.4082,0,873.9198
5342,CA-2015-146486,delivered,02-03-2018,2/15/2018,03-02-2018,Second Class,VEN05,DV-13465,Consumer,Colorado,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,5,0,53.997,0,845.953
3505,CA-2016-150945,delivered,02-07-2018,03-01-2018,3/21/2018,Second Class,VEN05,JK-16120,#N/A,#N/A,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0,117.0104,0,783.0696
8395,CA-2016-142594,delivered,11/27/2017,11/30/2017,12-11-2017,Second Class,VEN02,EJ-14155,#N/A,#N/A,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,0,297.6435,0,604.3065
4495,CA-2014-150798,delivered,10-03-2017,10/16/2017,11-07-2017,Second Class,VEN01,JK-15730,Consumer,North Carolina,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6,0.3,-51.984,0,961.704
8363,CA-2017-147207,delivered,03-07-2018,3/27/2018,04-03-2018,Second Class,VEN01,TS-21655,#N/A,#N/A,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",913.43,5,0.3,-169.637,0,1083.067
6290,US-2015-139675,delivered,8/14/2018,8/20/2018,8/27/2018,Second Class,VEN05,NF-18595,#N/A,#N/A,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528,0,812.1832
4720,CA-2015-142601,delivered,12-10-2017,12/18/2017,01-04-2018,Second Class,VEN04,DE-13255,#N/A,#N/A,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0,9.4717,0,937.6983
336,CA-2015-137946,delivered,6/27/2018,07-03-2018,7/19/2018,Second Class,VEN03,DB-13615,Consumer,California,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,0,623.9896
289,CA-2016-112697,delivered,10/16/2017,10/27/2017,11-10-2017,Second Class,VEN04,AH-10195,Corporate,Florida,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145,0,1165.7945
3146,CA-2017-131828,delivered,10/15/2017,11-04-2017,11-10-2017,Second Class,VEN05,CS-11845,#N/A,#N/A,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,0,854.7832
4881,CA-2017-143567,delivered,4/19/2017,4/28/2017,05-12-2017,Second Class,VEN04,TB-21175,#N/A,#N/A,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0,292.776,0,683.144
534,CA-2016-168753,delivered,11/27/2017,12-05-2017,12/29/2017,Second Class,VEN02,RL-19615,Consumer,Alabama,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.386,0,705.564
7320,CA-2017-100097,delivered,2/19/2018,03-05-2018,3/28/2018,Second Class,VEN01,MN-17935,#N/A,#N/A,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,979.95,5,0,264.5865,0,715.3635
7251,CA-2015-158491,delivered,03-09-2018,04-10-2018,4/13/2018,Second Class,VEN04,BP-11155,#N/A,#N/A,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.97,3,0,395.988,0,593.982
2814,CA-2015-135685,delivered,03-08-2018,3/16/2018,04-10-2018,Second Class,VEN03,MP-18175,#N/A,#N/A,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,4,0,229.9908,0,769.9692
4073,CA-2015-156104,delivered,2/28/2018,04-03-2018,3/28/2018,Second Class,VEN01,NP-18685,#N/A,#N/A,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,0,449.991,0,549.989
5157,CA-2017-163006,delivered,8/24/2017,8/28/2017,9/15/2017,Second Class,VEN03,GH-14410,#N/A,#N/A,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198,0,876.386
437,CA-2016-147375,delivered,1/27/2018,02-06-2018,2/14/2018,Second Class,VEN02,PO-19180,Home Office,Illinois,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991,0,964.7799
2877,US-2016-167339,delivered,7/17/2017,7/24/2017,08-08-2017,Second Class,VEN04,TD-20995,Consumer,Illinois,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7,0.2,76.0116,0,937.4764
3769,CA-2014-153913,delivered,07-10-2018,7/13/2018,7/19/2018,Second Class,VEN02,KB-16585,Corporate,Nebraska,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.832,9,0.2,101.3832,0,912.4488
2240,CA-2016-146633,delivered,4/24/2018,5/15/2018,5/25/2018,Second Class,VEN04,TG-21310,#N/A,#N/A,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297,0,635.495
3045,CA-2015-135174,delivered,08-11-2018,8/23/2018,8/31/2018,Second Class,VEN02,BP-11230,#N/A,#N/A,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,5,0.4,-255.7425,0,1278.7125
1728,US-2017-164056,delivered,8/17/2018,8/27/2018,09-06-2018,Second Class,VEN02,FM-14215,#N/A,#N/A,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89,0,1118.24
7489,US-2015-134558,delivered,6/18/2018,6/22/2018,6/29/2018,Second Class,VEN02,PM-19135,Home Office,Michigan,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1053.164,4,0.3,-105.3164,0,1158.4804
9408,CA-2017-162789,delivered,8/26/2017,8/31/2017,9/15/2017,Second Class,VEN03,LC-17140,Consumer,California,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,1071,9,0,171.36,0,899.64
9867,US-2015-116981,delivered,11/26/2017,12-05-2017,12/18/2017,Second Class,VEN04,SM-20950,#N/A,#N/A,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0,282.2092,0,803.2108
1376,CA-2014-126361,delivered,10/22/2017,10/24/2017,11-03-2017,Second Class,VEN01,VD-21670,Consumer,Mississippi,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0,305.13,0,784.62
1049,CA-2014-139192,delivered,7/23/2018,7/26/2018,08-01-2018,Second Class,VEN02,LC-16885,Consumer,California,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692,0,988.2348
282,US-2015-161991,delivered,4/19/2018,4/23/2018,05-08-2018,Second Class,VEN03,SC-20725,Consumer,Delaware,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,0,738.29
4727,CA-2014-119151,delivered,8/21/2017,8/28/2017,09-11-2017,Second Class,VEN04,MP-18175,#N/A,#N/A,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896,0,1062.024
552,CA-2016-136406,delivered,7/13/2018,7/25/2018,7/31/2018,Second Class,VEN04,BD-11320,Consumer,California,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0,0,1121.568
4889,CA-2016-163167,delivered,7/17/2018,7/20/2018,8/14/2018,Second Class,VEN01,RF-19345,#N/A,#N/A,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.301,0,1069.719
1828,CA-2016-109344,delivered,08-07-2018,8/16/2018,8/23/2018,Second Class,VEN05,CH-12070,#N/A,#N/A,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973,0,1001.0787
5867,US-2014-117968,delivered,8/26/2017,09-01-2017,9/20/2017,Second Class,VEN02,RS-19420,#N/A,#N/A,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1133.35,5,0,294.671,0,838.679
6989,CA-2017-158561,delivered,3/22/2018,3/27/2018,4/16/2018,Second Class,VEN01,BB-11545,Corporate,Texas,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,5,0.2,130.2885,0,1027.8315
991,CA-2015-153549,delivered,06-12-2018,6/22/2018,7/16/2018,Second Class,VEN05,SL-20155,#N/A,#N/A,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785,0,1035.6415
5652,CA-2017-142342,delivered,8/15/2018,8/28/2018,9/25/2018,Second Class,VEN01,AJ-10795,Corporate,Florida,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,5,0.15,210.735,0,983.43
6152,CA-2014-111871,delivered,3/27/2018,4/13/2018,4/26/2018,Second Class,VEN02,EK-13795,#N/A,#N/A,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49,0,1127.84
6063,CA-2015-111780,delivered,4/20/2017,05-07-2017,05-10-2017,Second Class,VEN01,RA-19285,Consumer,New York,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,0.2,224.9925,0,974.9675
4813,CA-2016-121370,delivered,9/21/2017,10-03-2017,10/25/2017,Second Class,VEN04,EB-14110,#N/A,#N/A,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,4,0.4,179.9964,0,1019.9796
7633,US-2017-158526,delivered,11/30/2017,12/22/2017,01-05-2018,Second Class,VEN04,KH-16360,#N/A,#N/A,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,1207.84,8,0,314.0384,0,893.8016
881,CA-2017-111689,delivered,08-11-2018,8/15/2018,8/20/2018,Second Class,VEN01,HP-14815,Home Office,Michigan,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39,0,980.51
1837,CA-2017-122693,delivered,11-02-2017,11/24/2017,12-01-2017,Second Class,VEN04,NH-18610,#N/A,#N/A,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,0,361.2994,0,884.5606
6505,CA-2017-128265,delivered,10/14/2017,10/19/2017,11-09-2017,Second Class,VEN01,VW-21775,Corporate,Ohio,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392,0,898.3008
4890,CA-2016-163167,delivered,7/17/2018,7/20/2018,8/14/2018,Second Class,VEN05,RF-19345,#N/A,#N/A,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,0,315.825,0,947.475
8232,CA-2016-162355,delivered,1/31/2018,02-07-2018,2/16/2018,Second Class,VEN01,PF-19165,Consumer,Illinois,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1266.86,7,0,291.3778,0,975.4822
8735,CA-2017-116988,delivered,5/25/2018,5/29/2018,06-12-2018,Second Class,VEN05,PW-19030,#N/A,#N/A,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5,0,244.6155,0,1042.8345
2655,CA-2017-112515,delivered,4/16/2018,4/25/2018,05-10-2018,Second Class,VEN03,AS-10225,Corporate,New York,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0,77.5764,0,1215.3636
555,CA-2017-100650,delivered,03-02-2018,3/29/2018,04-03-2018,Second Class,VEN03,DK-13225,Corporate,California,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.9872,0,984.7928
5517,US-2016-138408,delivered,2/19/2018,2/21/2018,03-05-2018,Second Class,VEN05,KC-16255,#N/A,#N/A,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0,527.984,0,791.976
2478,CA-2017-102750,delivered,02-07-2018,03-12-2018,3/15/2018,Second Class,VEN05,GM-14695,#N/A,#N/A,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,-99.1764,0,1421.5284
2674,CA-2014-126403,delivered,2/19/2018,2/27/2018,3/15/2018,Second Class,VEN03,RR-19525,#N/A,#N/A,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653,0,1087.197
5056,CA-2015-141243,delivered,06-07-2018,6/16/2018,07-03-2018,Second Class,VEN02,AH-10465,#N/A,#N/A,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404,0,1789.938
1977,CA-2014-110408,delivered,12-04-2017,1/23/2018,01-02-2018,Second Class,VEN05,AS-10225,Corporate,New York,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,0,362.687,0,1032.263
5796,CA-2014-124856,delivered,7/21/2017,08-08-2017,8/22/2017,Second Class,VEN04,LD-17005,#N/A,#N/A,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0,362.8404,0,1032.6996
2573,CA-2016-155845,delivered,3/30/2017,5/20/2017,5/31/2017,Second Class,VEN01,CM-12235,#N/A,#N/A,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944,7,0.2,52.4979,0,1347.4461
7521,US-2017-167920,delivered,7/13/2018,7/23/2018,8/17/2018,Second Class,VEN03,JL-15835,Consumer,California,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,1399.98,2,0,629.991,0,769.989
